input,taxid,taxon,tax_rank,tax_division,parentid,parentname,taxonrep,specimenrecords,representitive_image.image,representitive_image.apectratio
Cardiocondyla,6427,Cardiocondyla,genus,Animalia,2051,Myrmicinae,Cardiocondyla,1629,ASAST/casent0250832_L+1504902260.jpg,1.333
Crematogaster,1945,Crematogaster,genus,Animalia,764295,Crematogastrini,Crematogaster,11224,ASLAM/45-casent0102828_cremtor_ANobile+1377707913.jpg,1.382
Formicoxenus,1999,Formicoxenus,genus,Animalia,2051,Myrmicinae,NA,40,ACUFI/RS_3745+1363095596.jpg,1.333
Leptothorax,1975,Leptothorax,genus,Animalia,764269,Formicoxenini,Leptothorax,1546,FORNB/BL-10540W-F10+1463161240.jpg,1.336
Messor,1953,Messor,genus,Animalia,764315,Stenammini,Messor,892,SDRVB/BIOUG08832-B06+1414524124.jpg,1.333
Monomorium,2027,Monomorium,genus,Animalia,764307,Solenopsidini,Monomorium,7269,ASPNA/HP0022-lateral-w-0+1290979314.jpg,1.376
Myrmecina,1993,Myrmecina,genus,Animalia,2051,Myrmicinae,Myrmecina,1762,ASGLE/asgle-0861+1299855056.jpg,1.333
Myrmica,2239,Myrmica,genus,Animalia,764310,Myrmicini,Myrmica,8489,ASMAS/09GUANTS-098+1274209160.jpg,1.333
Pogonomyrmex,7798,Pogonomyrmex,genus,Animalia,1121371,Pogonomyrmecini,Pogonomyrmex,961,BBFOA/10bbufo-0269+1281470274.jpg,1.333
Stenamma,1967,Stenamma,genus,Animalia,764315,Stenammini,Stenamma,1062,ASMAS/09guants-091+1274283130.jpg,1.333
Strumigenys,2211,Strumigenys,genus,Animalia,764334,Dacetini,Strumigenys,4835,ASPNA/HP0065-lateral-w-0+1290957892.jpg,1.616
Temnothorax,2029,Temnothorax,genus,Animalia,764295,Crematogastrini,Temnothorax,2778,HYMNO/B09L+1236907742.jpg,1.333
Tetramorium,1981,Tetramorium,genus,Animalia,764295,Crematogastrini,Tetramorium,9000,ASAST/CASENT0257064_P+1534453784.jpg,1.333
Wasmannia,74406,Wasmannia,genus,Animalia,1069447,Attini,Wasmannia,3757,GMARA/BIOUG12766-G12+1403177700.jpg,1.342
Hypoponera,2059,Hypoponera,genus,Animalia,764318,Ponerini,Hypoponera,3675,YASFO/AMI_145_lateral+1480438156.jpg,1.333
Proceratium,2227,Proceratium,genus,Animalia,33692,Proceratiinae,Proceratium,375,ASANH/casent0139971_p_1_med+1315462140.jpg,1.339
Pseudomyrmex,7733,Pseudomyrmex,genus,Animalia,68535,Pseudomyrmecinae,Pseudomyrmex,13351,ACGAN/acg-ants-010cz_+1208430664.JPG,1.333
Stigmatomma oregonense,526820,Stigmatomma oregonense,species,Animalia,470917,Stigmatomma,Stigmatomma oregonense,7,INRMA/CCDB-28551-G03+1447293900.jpg,1.339
Stigmatomma pallipes,526354,Stigmatomma pallipes,species,Animalia,470917,Stigmatomma,Stigmatomma pallipes,91,TTMHY/ttmhy-597+1305643204.JPG,1.333
Forelius mccooki,83908,Forelius mccooki,species,Animalia,7646,Forelius,Forelius mccooki,12,SICOD/CCDB-34072-F03+1569029822.jpg,1.333
Forelius pruinosus,9137,Forelius pruinosus,species,Animalia,7646,Forelius,Forelius pruinosus,30,BBFOA/10bbufo-0111+1281460568.jpg,1.331
Linepithema humile,21990,Linepithema humile,species,Animalia,7644,Linepithema,Linepithema humile,1263,ASTSP/BIOUG01461-D05+1335797174.JPG,1.25
Liometopum luctuosum,82962,Liometopum luctuosum,species,Animalia,7642,Liometopum,Liometopum luctuosum,8,NA,NA
Liometopum occidentale,21981,Liometopum occidentale,species,Animalia,7642,Liometopum,Liometopum occidentale,22,GANA/gju_04-016+1347914616.JPG,1.333
Tapinoma melanocephalum,74398,Tapinoma melanocephalum,species,Animalia,2197,Tapinoma,Tapinoma melanocephalum,588,GMMGF/BIOUG14966-C01+1443122372.jpg,1.333
Tapinoma sessile,22130,Tapinoma sessile,species,Animalia,2197,Tapinoma,Tapinoma sessile,1593,SMTPC/bioug05717-b01+1369314254.jpg,1.333
Technomyrmex albipes,22043,Technomyrmex albipes,species,Animalia,2069,Technomyrmex,Technomyrmex albipes,507,ASPNA/PK-EE020-lateral-w-0+1290271616.jpg,1.616
Brachymyrmex depilis,18951,Brachymyrmex depilis,species,Animalia,2053,Brachymyrmex,Brachymyrmex depilis,226,SMTPC/bioug05536-a01+1368809758.jpg,1.333
Paratrechina longicornis,18814,Paratrechina longicornis,species,Animalia,2103,Paratrechina,Paratrechina longicornis,507,BBHYA/BIOUG02770-G09+1440681540.jpg,1.333
Plagiolepis alluaudi,139778,Plagiolepis alluaudi,species,Animalia,1949,Plagiolepis,Plagiolepis alluaudi,203,ASANE/casent0125362_p_1_med+1315462020.jpg,1.331
Polyergus breviceps,80912,Polyergus breviceps,species,Animalia,7652,Polyergus,NA,4,NA,NA
Acromyrmex versicolor,83898,Acromyrmex versicolor,species,Animalia,83897,Acromyrmex,NA,2,NA,NA
Cardiocondyla mauritanica,150005,Cardiocondyla mauritanica,species,Animalia,6427,Cardiocondyla,Cardiocondyla mauritanica,67,ASANE/casent0125193_p_1_med+1315462020.jpg,1.37
Cardiocondyla minutior,171042,Cardiocondyla minutior,species,Animalia,6427,Cardiocondyla,Cardiocondyla minutior,137,KBSDA/BIOUG08777-A02+1389279694.jpg,1.342
Formicoxenus diversipilosus,251540,Formicoxenus diversipilosus,species,Animalia,1999,Formicoxenus,NA,1,NA,NA
Monomorium ergatogyna,8963,Monomorium ergatogyna,species,Animalia,2027,Monomorium,Monomorium ergatogyna,28,ASCAS/casent0105771_p_1_med+1315461960.jpg,1.641
Monomorium pharaonis,8909,Monomorium pharaonis,species,Animalia,2027,Monomorium,Monomorium pharaonis,172,ASPNA/HP0022-lateral-w-0+1290979314.jpg,1.376
Myrmecina americana,20733,Myrmecina americana,species,Animalia,1993,Myrmecina,Myrmecina americana,405,ASGLE/asgle-0861+1299855056.jpg,1.333
Solenopsis invicta,71462,Solenopsis invicta,species,Animalia,1969,Solenopsis,Solenopsis invicta,210,USFOR/09bbusa-f0122+1277835780.JPG,1.333
Solenopsis xyloni,83895,Solenopsis xyloni,species,Animalia,1969,Solenopsis,Solenopsis xyloni,24,NA,NA
Strumigenys silvestrii,887612,Strumigenys silvestrii,species,Animalia,2211,Strumigenys,Strumigenys silvestrii,3,NA,NA
Tetramorium caespitum,21544,Tetramorium caespitum,species,Animalia,1981,Tetramorium,Tetramorium caespitum,787,CNPPE/BIOUG03445-B06+1375456454.jpg,1.333
Tetramorium spinosum,74437,Tetramorium spinosum,species,Animalia,1981,Tetramorium,Tetramorium spinosum,3,ASANG/casent0498388_p_1_med+1315487340.jpg,1.005
Wasmannia auropunctata,74407,Wasmannia auropunctata,species,Animalia,74406,Wasmannia,Wasmannia auropunctata,711,GMARA/BIOUG12766-G12+1403177700.jpg,1.342
Proceratium californicum,20742,Proceratium californicum,species,Animalia,2227,Proceratium,Proceratium californicum,1,ASCAS/casent0005439_p_1_med+1315461300.jpg,1.301
Pseudomyrmex apache,83547,Pseudomyrmex apache,species,Animalia,7733,Pseudomyrmex,Pseudomyrmex apache,11,BBFOA/10bbufo-0012+1281374782.jpg,1.333
Pseudomyrmex pallidus,20776,Pseudomyrmex pallidus,species,Animalia,7733,Pseudomyrmex,Pseudomyrmex pallidus,28,BBFOA/10bbufo-0222+1281465632.jpg,1.333
Acrididae,1872,Acrididae,family,Animalia,101,Orthoptera,Acrididae,20954,FBORT/BC_ZSM_ORT_00356+1269038940.jpg,1.333
Eumastacidae,324181,Eumastacidae,family,Animalia,101,Orthoptera,Eumastacidae,127,ECUIB/FC-0137.C3+1677862619.jpeg,1.778
Romaleidae,370798,Romaleidae,family,Animalia,101,Orthoptera,Romaleidae,635,ORTBB/IMG_1483+1329333430.JPG,1.499
Tanaoceridae,533089,Tanaoceridae,family,Animalia,101,Orthoptera,NA,2,NA,NA
Tetrigidae,160347,Tetrigidae,family,Animalia,101,Orthoptera,Tetrigidae,3373,USORT/IMG_6031+1251471906.JPG,1.492
Tridactylidae,194187,Tridactylidae,family,Animalia,101,Orthoptera,Tridactylidae,218,LYMAB/CCDB-23290-A06+1443193110.jpg,1.333
Anostostomatidae,170527,Anostostomatidae,family,Animalia,101,Orthoptera,Anostostomatidae,1014,GMAAG/BIOUG27746-F06+1466615640.jpg,1.333
Gryllidae,1877,Gryllidae,family,Animalia,101,Orthoptera,Gryllidae,7913,ORTBB/IMG_0700+1333133602.jpg,1.499
Gryllotalpidae,1873,Gryllotalpidae,family,Animalia,101,Orthoptera,Gryllotalpidae,172,ORTBB/IMG_0655+1333133014.jpg,1.499
Mogoplistidae,331369,Mogoplistidae,family,Animalia,101,Orthoptera,Mogoplistidae,2201,CROCB/BIOUG76527-G12+1649958160.jpg,1.333
Myrmecophilidae,330750,Myrmecophilidae,family,Animalia,101,Orthoptera,Myrmecophilidae,130,INRMA/BIOUG02793-F08+1345551674.jpg,1.499
Prophalangopsidae,532827,Prophalangopsidae,family,Animalia,101,Orthoptera,NA,134,CNJAH/BIOUG4008-A07+1415391398.JPG,1.499
Rhaphidophoridae,1876,Rhaphidophoridae,family,Animalia,101,Orthoptera,Rhaphidophoridae,1932,BBOWC/bioug00916-e10+1307128128.JPG,1.333
Stenopelmatidae,80512,Stenopelmatidae,family,Animalia,101,Orthoptera,Stenopelmatidae,458,LYMAB/CCDB-23292-B11+1441812306.JPG,1.499
Tettigoniidae,1875,Tettigoniidae,family,Animalia,101,Orthoptera,Tettigoniidae,14638,ORTBB/IMG_0775+1333373162.jpg,1.499
Trigonidiidae,524150,Trigonidiidae,family,Animalia,101,Orthoptera,Trigonidiidae,4622,LYMAA/CCDB-21429-D03+1408447680.JPG,1.499
Tullbergiidae,96762,Tullbergiidae,family,Animalia,150453,Poduromorpha,Tullbergiidae,925,COLNO/E12+1240280518.jpg,1.333
Sminthurididae,1800,Sminthurididae,family,Animalia,150454,Symphypleona,Sminthurididae,1372,ACOLL/BIOUG03204-H06+1358373648.JPG,1.25
Laemophloeidae,312278,Laemophloeidae,family,Animalia,413,Coleoptera,Laemophloeidae,1390,GMGAD/BIOUG32201-E03+1503944700.jpg,1.333
Ochodaeidae,1066,Ochodaeidae,family,Animalia,413,Coleoptera,Ochodaeidae,89,BBCCA/BIOUG02326-E11+1357225456.jpg,1.333
Clastopteridae,455218,Clastopteridae,family,Animalia,133,Hemiptera,Clastopteridae,660,PHMTY/bioug00943-e12+1311101830.jpg,1.336
Scutelleridae,160802,Scutelleridae,family,Animalia,133,Hemiptera,Scutelleridae,2079,JICEJ/BIOUG28397-H04+1462216384.jpg,1.333
Dolichoderinae,2097,Dolichoderinae,subfamily,Animalia,685,Formicidae,Dolichoderinae,25235,SMTPC/bioug05717-b01+1369314254.jpg,1.333
Formicinae,2193,Formicinae,subfamily,Animalia,685,Formicidae,Formicinae,72096,ASAFR/BIOUG06760-E10+1393270544.JPG,1.339
Myrmeciinae,385878,Myrmeciinae,subfamily,Animalia,685,Formicidae,NA,58,HYAT/bioug00878-f02+1310734910.jpg,1.333
Myrmecocystus,7587,Myrmecocystus,genus,Animalia,764309,Lasiini,Myrmecocystus,115,GANA/GJU-04-064+1450160820.jpg,1.339
Hahniidae,75146,Hahniidae,family,Animalia,251,Araneae,Hahniidae,1402,FBARB/BC_ZSM_ARA_00088_Cicurina_cicur_JSP100510002_DSC_1266_best+1273411666.JPG,1.506
Arcitalitrus,675407,Arcitalitrus,genus,Animalia,1601,Talitridae,NA,69,NA,NA
Patapius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyoponinae,2137,Amblyoponinae,subfamily,Animalia,685,Formicidae,Amblyoponinae,2463,TTMHY/ttmhy-597+1305643204.JPG,1.333
Dorylinae,2021,Dorylinae,subfamily,Animalia,685,Formicidae,Dorylinae,8391,SICOB/CCDB-32126-A06_Lateral+1543968408.jpg,1.333
Proceratiinae,33692,Proceratiinae,subfamily,Animalia,685,Formicidae,NA,830,ASANH/casent0139971_p_1_med+1315462140.jpg,1.339
Pseudomyrmecinae,68535,Pseudomyrmecinae,subfamily,Animalia,685,Formicidae,Pseudomyrmecinae,14354,ACGAN/acg-ants-010cz_+1208430664.JPG,1.333
Tylos,151860,Tylos,genus,Animalia,151859,Tylidae,NA,566,SDP80/ES121002c+1370032492.jpg,1.499
Ligia,5419,Ligia,genus,Animalia,1615,Ligiidae,Ligia,976,TINA/IMG_2073+1289591124.jpg,1.499
Manica,7711,Manica,genus,Animalia,764310,Myrmicini,NA,90,BBANT/08BBANT-048+1242045396.JPG,1.499
Rogeria,150749,Rogeria,genus,Animalia,764307,Solenopsidini,Rogeria,924,GMCRK/BIOUG07614-D10+1456795380.jpg,1.35
Solenopsis,419937,Solenopsis,genus,Plantae,121491,Campanulaceae,NA,3,NA,NA
Solenopsis,1969,Solenopsis,genus,Animalia,764307,Solenopsidini,Solenopsis,5671,USFOR/09bbusa-f0122+1277835780.JPG,1.333
Cybocephalidae,942889,Cybocephalidae,family,Animalia,413,Coleoptera,Cybocephalidae,2141,GMSUD/BIOUG17674-F08+1426101818.jpg,1.331
Ponerinae,2039,Ponerinae,subfamily,Animalia,685,Formicidae,Ponerinae,23279,ASAST/casent0251991_L+1504902260.jpg,1.333
