FinalID,tax_rank,phylum,class,order,family,genus,BOLD_Records,BOLD_Records_USA,BOLD_Records_CA,BOLD_Records_SW,BOLD_Records_COI,BOLD_Records_COI_USA,BOLD_Records_COI_CA,BOLD_Records_COI_SW
Ozognathus cornutus,species,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,0,0,0,0,0,0,0,0
Berginus pumilus,species,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Berginus,0,0,0,0,0,0,0,0
Prostomis americanus,species,Arthropoda,Insecta,Coleoptera,Prostomidae,Prostomis,0,0,0,0,0,0,0,0
Anchomma costatum,species,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Anchomma,0,0,0,0,0,0,0,0
Euborellia cincticollis,species,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,0,0,0,0,0,0,0,0
Doru lineare,species,Arthropoda,Insecta,Dermaptera,Forficulidae,Doru,0,0,0,0,0,0,0,0
Patapius spinosus,species,Arthropoda,Insecta,Hemiptera,Leptopodidae,Patapius,0,0,0,0,0,0,0,0
Patapius,genus,Arthropoda,Insecta,Hemiptera,Leptopodidae,Patapius,0,0,0,0,0,0,0,0
Collophoridae,family,Arthropoda,Collembola,Symphypleona,Collophoridae,NA,0,0,0,0,0,0,0,0
Isotogastruridae,family,Arthropoda,Collembola,Poduromorpha,Isotogastruridae,NA,0,0,0,0,0,0,0,0
Detonella,genus,Arthropoda,Malacostraca,Isopoda,Detonidae,Detonella,0,0,0,0,0,0,0,0
Detonella papillicornis,species,Arthropoda,Malacostraca,Isopoda,Detonidae,Detonella,0,0,0,0,0,0,0,0
Armadilloniscus holmesi,species,Arthropoda,Malacostraca,Isopoda,Detonidae,Armadilloniscus,0,0,0,0,0,0,0,0
Brachypsectridae,family,Arthropoda,Insecta,Coleoptera,Brachypsectridae,NA,0,0,0,0,0,0,0,0
Pleocomidae,family,Arthropoda,Insecta,Coleoptera,Pleocomidae,NA,0,0,0,0,0,0,0,0
Pronotacantha annulata,species,Arthropoda,Insecta,Hemiptera,Berytidae,Pronotacantha,0,0,0,0,0,0,0,0
Acromyrmex versicolor,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,0,0,0,0,0,0,0,0
Formicoxenus diversipilosus,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Formicoxenus,0,0,0,0,0,0,0,0
Strumigenys silvestrii,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,0,0,0,0,0,0,0,0
Tetramorium spinosum,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,0,0,0,0,0,0,0,0
Proceratium californicum,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Proceratium,0,0,0,0,0,0,0,0
