objectid,siteid,estuaryname,stationno,samplecollectiondate,transectreplicate,plotreplicate,substrate,covertype,scientificname,commonname,status,estimatedcover,percentcovercode,daubenmiremidpoint,tallestplantheight_cm,percentcovernotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,habitat,live_dead,submissionid,warnings,identificationnotes,unknownreplicate,projectid
4314,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,2,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,1,1,0.5,24,,{F7601CB7-F0DB-4CAF-B893-744EB621E1FC},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4315,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,3,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,30,4,37.5,21,,{A6A10CC2-FE7B-4D93-891B-1AC44D676A45},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4316,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,4,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,20,3,15,17,,{C686FBB7-61B8-47D8-8CDA-2703FB09FEA1},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4317,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,5,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,10,3,15,19,,{A90A64A8-8480-4C4E-9A55-12E7BB7C2C82},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4318,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,3,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,1,1,0.5,19,,{02283A62-DFA0-4B2C-BA62-2E766B2C1715},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4347,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,4,Mud,vegetation,Salicornia bigelovii,dwarf glasswort,native,1,1,0.5,40,,{9FE1827A-BDD1-447B-A2F5-04F8B21F488E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4352,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,60,5,62.5,19,,{DC791A82-8C4C-4180-9E52-3EA467668081},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4353,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,40,4,37.5,52,,{722F71A6-2C9B-477A-B619-39CC98923675},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4354,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,64,,{0C4FF697-9BB7-4779-8A55-1E71BB9DF12D},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4355,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,60,5,62.5,40,,{CB62D3F7-FDCA-41F4-A3AA-C07B3CF5F047},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4356,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,1,1,0.5,41,,{45E6DEDF-9EF5-49A8-8A76-1906130A33DE},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4357,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,30,4,37.5,48,,{6C06D569-D047-4EB3-B01E-2F2D141F7359},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4358,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,49,,{065238A3-4791-4B91-8764-961A6DC8F7D9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4359,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,32,,{CECD439E-15A0-4106-BE7F-32D29EA52BA3},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4360,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,1,1,0.5,39,,{F763463E-F391-4FFA-B465-14622E0C3BFB},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4361,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,15,3,15,22,,{D97D99EE-1DEA-43DB-AA26-AD08CBD7ABC2},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4396,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,10,3,15,46,,{BF32FB67-83D6-4DB8-AF43-181384329037},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4397,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,95,6,85,29,,{D8E343DF-78CA-479F-B390-1E26BAB7EF7A},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4398,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,24,,{E8EBE06C-C12E-4570-B03C-83F36D142A45},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4399,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,45,4,37.5,33,,{F66C256F-364B-4F69-9B2D-8E96E37D10CC},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4400,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,35,4,37.5,21,,{69EF382A-1D5C-4A8D-971D-800530AA4A27},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4401,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,10,3,15,23,,{166E954C-B9A4-4494-9043-2AB3C0397F29},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4402,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,75,5,62.5,11,,{29B75245-13EB-41AA-8952-AE39FBF75F12},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4407,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,1,Mud,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,60,,{FD56E921-41FB-4908-AB26-E3F4F0FD114A},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4408,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,1,Mud,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,52,,{99921F89-2377-4170-8B59-73BB4590FB43},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4409,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,2,Mud,vegetation,Spartina foliosa,California cordgrass,native,3,2,3,76,,{E5E56427-E1FD-4F0C-A313-FF1410115DA9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4410,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,2,Mud,vegetation,Spartina foliosa,California cordgrass,native,1,1,0.5,103,,{A27C33C5-F253-457D-ABA7-39F03834341E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4411,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,3,Mud,vegetation,Spartina foliosa,California cordgrass,native,10,3,15,56,,{199744F9-9473-46B7-8505-CB9516293EB7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4465,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,3,Mud,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,72,,{DD60C061-A8B0-4F10-A7D7-3F8D41536464},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4466,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,4,Mud,vegetation,Spartina foliosa,California cordgrass,native,30,4,37.5,58,,{4441BBB4-A239-4FF0-9A3C-5F911CFBDFF9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4467,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,4,Mud,vegetation,Spartina foliosa,California cordgrass,native,10,3,15,72,,{5C9F5A04-50F8-4437-8F53-C411A52975E9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4468,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,5,Mud,vegetation,Spartina foliosa,California cordgrass,native,40,4,37.5,51,,{69309D0B-697C-4B43-B75B-D3D357B2CDB2},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4469,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,1,5,Mud,vegetation,Spartina foliosa,California cordgrass,native,25,3,15,55,,{5228B6A2-21C9-48F0-9D9C-01C2C476AB2E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4470,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,3,Mud,vegetation,Spartina foliosa,California cordgrass,native,1,1,0.5,36,,{A648390F-C434-417C-8F24-50E5D61D9729},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4471,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,3,Mud,vegetation,Spartina foliosa,California cordgrass,native,1,1,0.5,68,,{444DCA65-17A2-4533-BF56-F404CB9F3171},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4472,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,5,Mud,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,31,,{E7697FAB-9DD0-472C-B476-12CA93A8F3D7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4473,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,2,5,Mud,vegetation,Spartina foliosa,California cordgrass,native,1,1,0.5,31,,{F5BD3C0C-6090-4F9E-A533-A1B1D2D222B9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4475,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,1,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,34,,{E1A7BF41-37FD-4E1D-B180-CD0352EEBC8E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4476,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,4,Mud,vegetation,Batis maritima,saltwort,native,5,2,3,29,,{90216702-AC6C-48AE-8198-4340BCAEF39D},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4477,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,1,Mud,vegetation,Batis maritima,saltwort,native,10,3,15,25,,{55B2DD8C-B0BC-48E0-BC75-E28E649E1CF4},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4478,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,2,Mud,vegetation,Batis maritima,saltwort,native,50,4,37.5,29,,{BF82F66B-ED5E-4A6F-B55C-AFB20BA24F60},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4479,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,3,Mud,vegetation,Batis maritima,saltwort,native,30,4,37.5,28,,{552CEB05-E894-4424-8AC6-B26E65CD6224},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4480,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,4,Mud,vegetation,Batis maritima,saltwort,native,75,5,62.5,30,,{50588F3E-B5A8-4DAB-855C-5D0FFDAC6F52},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4481,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,5,Mud,vegetation,Batis maritima,saltwort,native,40,4,37.5,9,,{D85A57C0-EE3B-44F7-8196-656564C789B3},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4496,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,3,Mud,vegetation,Frankenia salina,alkali heath,native,15,3,15,26,,{17DAF3F9-04E8-41CA-8BD5-1B0A8643F5DD},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4497,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,4,Mud,vegetation,Frankenia salina,alkali heath,native,5,2,3,26,,{FB3C0490-7D0A-4749-83FA-83E8961075AC},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4498,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,5,Mud,vegetation,Frankenia salina,alkali heath,native,1,1,0.5,11,,{EA68A6ED-51D6-479C-ACD2-A533159B1010},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4504,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,1,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,10,3,15,21,,{7C03384C-6598-4DFF-86B4-6F9170884C82},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4505,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,2,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,60,5,62.5,30,,{A1536057-867D-4BAE-A02E-0940993CF315},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4506,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,3,Mud,vegetation,Jaumea carnosa,fleshy jaumea,native,55,5,62.5,24,,{3E2B61A3-C30F-43C8-8212-593399A5B43B},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4570,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,4,Mud,vegetation,Salicornia bigelovii,dwarf glasswort,native,2,2,3,36,,{40D9F08A-E789-443E-9CEF-93266CAA32C9},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4571,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,5,Mud,vegetation,Salicornia bigelovii,dwarf glasswort,native,1,1,0.5,11,,{CB2FEB3D-25A3-4037-9B4C-386ACCA02D0D},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4572,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,2,2,3,34,,{791D9661-A6E9-4EC1-9932-E745DC1A0EA7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4573,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,1,1,0.5,38,,{48F8E46C-9C44-43F7-8FDB-615C7B8D68F4},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4574,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,15,3,15,61,,{AAFD5550-E7F3-42C0-A5F8-06011213A85A},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4575,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,70,5,62.5,27,,{0C8CC6A7-D069-4F60-84FF-BCBF8D24B437},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4576,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,50,,{220A860A-FC97-4A22-90CF-23A2E2CBFBEE},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4577,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,43,,{57C29628-2C35-476F-B543-2FC167E3F788},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4578,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,56,,{EC7E92E9-165D-4BA6-AC2E-480FF844FD50},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4579,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,1,Mud,vegetation,Salicornia pacifica,Pickleweed,native,1,1,0.5,30,,{06937731-C8FD-40FC-80CF-BDA6B2B52F9E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Dead,1664421516,,,-88,Baja-rails
4580,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,2,Mud,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,45,,{34C18749-1E92-4E4A-BF36-59B77A56077F},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4581,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,3,Mud,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,30,,{E97DB0B1-7B50-4DBA-9F6B-61D1208F6F53},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4582,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,4,Mud,vegetation,Salicornia pacifica,Pickleweed,native,70,5,62.5,35,,{50F69C6E-888B-4748-8010-FE3A6506B94E},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4583,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,2,5,Mud,vegetation,Salicornia pacifica,Pickleweed,native,1,1,0.5,9,,{8369FFFD-B9AC-47D7-9718-A937A71889F7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Mid marsh,Live,1664421516,,,-88,Baja-rails
4591,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,1,Mud,vegetation,Spartina foliosa,California cordgrass,native,95,6,85,61,,{DCDCDA5F-F358-4ED5-9AC5-E3EEF2A30A97},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4592,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,1,Mud,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,94,,{49BB547E-7FA4-4160-A439-48D8F601A1D2},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4593,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,2,Mud,vegetation,Spartina foliosa,California cordgrass,native,75,5,62.5,62,,{DD7C32D1-D480-46EE-858A-DC382DE6CF76},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4594,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,2,Mud,vegetation,Spartina foliosa,California cordgrass,native,30,4,37.5,56,,{A224F321-C784-41AB-BDC8-84B3C92586A7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4595,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,3,Mud,vegetation,Spartina foliosa,California cordgrass,native,80,6,85,67,,{A1B87875-381F-437D-A83F-B4D526844BC7},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
4596,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,3,Mud,vegetation,Spartina foliosa,California cordgrass,native,20,3,15,75,,{A73FE86E-C36A-4A80-B29D-34FBC2BAA263},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Dead,1664421516,,,-88,Baja-rails
4597,Baja-PB,Estero Punta Banda,3,25/4/2022 00:00:00,1,4,Mud,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,70,,{721BD7A9-393A-46E0-B9DA-B69F5E026705},checker,29/9/2022 03:18:36,zaibq@sccwrp.org,18/7/2023 13:57:28,janw@sccwrp.org,SCCWRP,Low marsh,Live,1664421516,,,-88,Baja-rails
