objectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,identificationnotes,abundance,abundancenotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,warnings,submissionid,status,projectid,method
1557,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,6,Syngnathus leptorhynchus,bay pipefish,,7,,{4FEC67E3-6F2C-48EA-99BA-DEBE171CBA35},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1558,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,6,Fundulus parvipinnis,California killifish,,26,,{875D7420-315C-41C7-A2B4-F50448E28196},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1559,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,6,Atherinops affinis,topsmelt silverside,,37,,{CEE7793E-13D1-48AB-8B07-6AA22224D6A8},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1561,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,6,Penaeus californiensis,brown shrimp,,1,,{33845B46-5683-40E1-895B-83AA7E5953FE},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1562,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,7,Sphoeroides annulatus,Bullseye pufferfish,,1,,{A21BAF48-9428-4FC0-96D9-36E524400457},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1563,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,7,Fundulus parvipinnis,California killifish,,35,,{C45F9C1A-E18D-4A6A-A77D-1565D6676378},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1564,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,7,Atherinops affinis,topsmelt silverside,,3,,{8213C016-3ACF-46CF-A80C-B5CC4CB82310},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1565,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,7,Syngnathus leptorhynchus,bay pipefish,,7,,{17BE29F8-4B24-4332-A077-9776DEF9EE60},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1566,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,7,Penaeus californiensis,brown shrimp,,1,,{0DAF7646-7E4D-4626-98CA-F1A48314B39A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1567,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,7,Hippolyte californiensis,California grass shrimp,,41,,{D2DC921D-FFF4-4FA0-ACE5-174ADE05AAEA},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1568,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,8,Hippolyte californiensis,California grass shrimp,,15,,{B4213132-6D47-47C4-9249-69945D1C2F2F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1569,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,8,Fundulus parvipinnis,California killifish,,12,,{F7C14CF7-B69A-4722-BFAD-6C5EB1164966},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1570,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,8,Syngnathus leptorhynchus,bay pipefish,,6,,{367997A3-C0EE-48D1-B7D0-6694EB94C2E3},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1572,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,9,Hippolyte californiensis,California grass shrimp,,4,,{45CC8805-BAEF-46F1-BF3C-85ABD0478E25},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1573,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,9,Syngnathus leptorhynchus,bay pipefish,,7,,{556931FB-DA5E-42F8-B6A5-C8A571FD8AB5},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1574,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,9,Atherinops affinis,topsmelt silverside,,4,,{C912BA84-0190-45C0-8BFA-6B9B42F9C096},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1575,Baja-SQ,Bahia de San Quintin,2,29/3/2022 00:00:00,beach seine,9,Callinectes arcuatus,arched swimming crab,,1,,{62F1923D-4FB4-4545-99FD-E9C9FA747FC4},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1576,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,1,Syngnathus leptorhynchus,bay pipefish,,22,,{86394986-C9BE-4795-B8B1-31F9ABF0900E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1577,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,1,Atherinops affinis,topsmelt silverside,,7,,{E1224A31-D57F-452E-BC5F-F777D2763C58},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1578,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,1,Lepidogobius lepidus,bay goby,,1,,{AF85DE78-4326-4EFB-973E-F5822E858F10},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1579,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,1,Fundulus parvipinnis,California killifish,,2,,{A6D9407B-59B5-49D4-94A1-4CE617883FC6},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1581,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,2,Syngnathus leptorhynchus,bay pipefish,,20,,{0507E75D-BC91-42D0-B27E-B74906F50F13},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1582,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,2,Fundulus parvipinnis,California killifish,,1,,{144D6456-98AF-4022-B00C-D8B6369F223A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1733,SC-BAT,Batiquitos Lagoon,2,17/10/2021 00:00:00,beach seine,1,Fundulus parvipinnis,California killifish,,1,,{00000000-0000-0000-0000-000000000000},change request app,26/10/2022 14:10:33,robertb@sccwrp.org,26/10/2022 14:10:33,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,count
1585,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,4,Fundulus parvipinnis,California killifish,,24,,{42CAA9DB-92DB-46D7-85B9-23A4DB81964A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1586,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,4,Atherinops affinis,topsmelt silverside,,14,,{43DE52B3-977A-455A-BB2C-531C658762A6},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1587,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,4,Syngnathus leptorhynchus,bay pipefish,,5,,{510B82E2-E628-4AAB-A1DC-4FBC5DE507A0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1588,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,4,Atherinops californiensis,jack silverside,,6,,{C458545B-D268-444D-9408-69F98ECA9FDF},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1589,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Atherinops affinis,topsmelt silverside,,12,,{D522C1BC-497C-472B-98B6-E7B59BED5560},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1590,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Atherinops californiensis,jack silverside,,25,,{46A8BA18-116F-45A5-B7CD-9E06983EE46D},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1591,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Fundulus parvipinnis,California killifish,,2,,{5FA62AA8-2290-427A-86B9-30E1A78441ED},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1592,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Syngnathus leptorhynchus,bay pipefish,,21,,{2DFB053E-6A69-42E1-B780-E6CEBECB3C1D},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1594,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Paraclinus integripinnis,finspot kelpfish,,1,,{5AE92CC4-530E-4589-8E8B-584C569469C7},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1595,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Penaeus californiensis,brown shrimp,,1,,{F92E5AEE-C467-4A15-A347-0D64A5F152FE},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1596,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Atherinops californiensis,jack silverside,,21,,{DA7DC22E-8B68-471A-B30F-6649A2CE119B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1597,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Atherinops affinis,topsmelt silverside,,41,,{FB6B8ABF-D1B3-4475-BAE0-D89FD22A9EAD},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1598,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Syngnathus leptorhynchus,bay pipefish,,44,,{A661DA32-C891-4BBB-A0B0-05437E16DD7A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1599,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Sphoeroides annulatus,Bullseye pufferfish,,1,,{80683951-1B0E-4616-AE9E-B4C0C8536D6F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1600,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Fundulus parvipinnis,California killifish,,3,,{B348A07C-D9EA-4879-9A3D-BB19529992D1},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1601,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Paraclinus integripinnis,finspot kelpfish,,1,,{01CB231C-D8E8-41C7-87E5-874F38F4BDEB},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1602,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,6,Lepidogobius lepidus,bay goby,,1,,{3D5D6816-48A0-4EE2-9C4A-FA2EE38DFFE3},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1604,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,7,Fundulus parvipinnis,California killifish,,4,,{FAA1C543-4154-451D-9E20-4B81AC4B6505},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1605,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,7,Atherinops affinis,topsmelt silverside,,17,,{6D633677-932E-49A8-ADE8-F421862ED181},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1606,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,7,Syngnathus leptorhynchus,bay pipefish,,7,,{CE97C30F-EAE7-4C89-8877-0AB3C16EB82E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1607,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,8,Atherinops californiensis,jack silverside,,10,,{D1EEA564-1CAD-4CC9-9601-EA1D2EBB9DFC},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1608,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,8,Atherinops affinis,topsmelt silverside,,33,,{52600B3D-4837-454F-ADCF-036E3DBA9C0F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1609,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,8,Penaeus californiensis,brown shrimp,,3,,{A84173C4-EE7F-4E84-BF79-A0AD343EA986},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1610,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,8,Fundulus parvipinnis,California killifish,,1,,{9EB4C3E6-EA89-4598-9838-0695F2A1A49A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1611,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,8,Syngnathus leptorhynchus,bay pipefish,,3,,{E1175FD0-95ED-4415-A6F4-C19A326B21D0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1612,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,9,Fundulus parvipinnis,California killifish,,4,,{1FE3B60A-6DEB-41C5-A3A6-5B1548FEAF2A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1734,SC-BAT,Batiquitos Lagoon,2,17/10/2021 00:00:00,beach seine,2,Paralichthys californicus,California halibut,,1,,{00000000-0000-0000-0000-000000000000},change request app,26/10/2022 14:10:33,robertb@sccwrp.org,26/10/2022 14:10:33,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,count
1735,SC-BAT,Batiquitos Lagoon,2,17/10/2021 00:00:00,beach seine,3,Fundulus parvipinnis,California killifish,,4,,{00000000-0000-0000-0000-000000000000},change request app,26/10/2022 14:10:33,robertb@sccwrp.org,26/10/2022 14:10:33,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,count
1736,SC-BAT,Batiquitos Lagoon,2,17/10/2021 00:00:00,beach seine,5,Atherinops affinis,topsmelt silverside,,1,,{00000000-0000-0000-0000-000000000000},change request app,26/10/2022 14:10:33,robertb@sccwrp.org,26/10/2022 14:10:33,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,count
1737,SC-BAT,Batiquitos Lagoon,2,17/10/2021 00:00:00,beach seine,5,Syngnathus leptorhynchus,bay pipefish,,2,,{00000000-0000-0000-0000-000000000000},change request app,26/10/2022 14:10:33,robertb@sccwrp.org,26/10/2022 14:10:33,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,count
1738,SC-BAT,Batiquitos Lagoon,2,17/10/2021 00:00:00,beach seine,8,Paralichthys californicus,California halibut,,2,P/A,{00000000-0000-0000-0000-000000000000},change request app,26/10/2022 14:10:33,robertb@sccwrp.org,26/10/2022 14:10:33,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,PA
1616,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,1,Fundulus parvipinnis,California killifish,,8,,{0A90B9EE-44EB-469E-B714-4103DF0DA2B9},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1617,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,1,Atherinops californiensis,jack silverside,,1,,{D2EC8EE5-F4C5-4C7E-B606-F145156E911E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1619,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,1,Leptocottus armatus,Pacific staghorn sculpin,,1,,{3E3DE433-0220-40F8-A6A2-3D3A11CE580F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1620,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Sphoeroides annulatus,Bullseye pufferfish,,2,,{1964504F-6830-4C7E-90AC-747CFD237B3C},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1621,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Syngnathus leptorhynchus,bay pipefish,,36,,{60606F61-801F-4AA5-8197-DFD16538DF7E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1622,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Hypsoblennius gentilis,bay blenny,,11,,{9C30CD04-60C9-42AF-B6F6-2C7419A7AF79},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1623,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Fundulus parvipinnis,California killifish,,27,,{071EDA87-3D34-4DFD-8A0C-CE3044AEADDF},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1624,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Cymatogaster aggregata,shiner surfperch,,1,,{DE7AE33E-4465-4DB9-9B19-2D74C0DCECC7},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1625,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Leptocottus armatus,Pacific staghorn sculpin,,2,,{F9C64E37-FA7A-44C4-8603-F3C9B0A1A98E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1627,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,3,Fundulus parvipinnis,California killifish,,52,,{73A6516E-2185-43A6-8827-7039C71AC7E2},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1628,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,3,Leptocottus armatus,Pacific staghorn sculpin,,2,,{A5934196-4C59-421E-9EA2-AFBF5009DAC3},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1629,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,3,Hypsoblennius gentilis,bay blenny,,2,,{AE2C31CF-B163-4639-89E5-7151FE3833A4},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1630,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,3,Gillichthys mirabilis,longjaw mudsucker goby,,2,,{CA743A17-CD1D-446C-BFE3-2B0FEB06D19A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1631,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,3,Syngnathus leptorhynchus,bay pipefish,,8,,{320369E2-65DE-4BEE-848B-3FC3C372678D},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1632,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,3,Atherinops affinis,topsmelt silverside,,2,,{E5A1A3B3-BED7-4F7D-BA4A-8CA64F5E4080},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1633,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,4,Fundulus parvipinnis,California killifish,,18,,{60A963C5-887D-444C-89F2-10CB6577594A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1634,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,4,Leptocottus armatus,Pacific staghorn sculpin,,5,,{19FCFCD6-D31B-448E-A4DF-34B33D74349D},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1635,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,4,Hypsoblennius gentilis,bay blenny,,4,,{1D9662A4-1416-401C-8901-E76D7740B68F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1636,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,4,Syngnathus leptorhynchus,bay pipefish,,19,,{3DB36510-CEB9-4E33-98D1-E6D5451A7262},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1637,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,4,Atherinops affinis,topsmelt silverside,,6,,{B0D306C3-E8F6-4FF1-B6C6-5E6D0715FC43},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1638,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,4,Gillichthys mirabilis,longjaw mudsucker goby,,1,,{C7615396-1BF0-48B2-82AF-8708C8F86978},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1639,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,5,Leptocottus armatus,Pacific staghorn sculpin,,6,,{CC6F3CB4-651B-465B-A004-C8E718C42ADF},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1739,NC-BOL,Bolinas Lagoon,1,16/10/2021 00:00:00,beach seine,1,Atherinops affinis,topsmelt silverside,Not recorded,195,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,2/11/2022 17:05,robertb@sccwrp.org,2/11/2022 17:05,cooperaly@sonoma.edu,SSU,,1643946041,native,EMPA,count
1740,NC-BOL,Bolinas Lagoon,1,16/10/2021 00:00:00,beach seine,2,Atherinops affinis,topsmelt silverside,Not recorded,83,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,2/11/2022 17:05,robertb@sccwrp.org,2/11/2022 17:05,cooperaly@sonoma.edu,SSU,,1643946041,native,EMPA,count
1741,NC-BOL,Bolinas Lagoon,1,16/10/2021 00:00:00,beach seine,3,Atherinops affinis,topsmelt silverside,Not recorded,104,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,2/11/2022 17:05,robertb@sccwrp.org,2/11/2022 17:05,cooperaly@sonoma.edu,SSU,,1643946041,native,EMPA,count
793,SC-BAT,Batiquitos Lagoon,1,12/4/2021 0:00,beach seine,1,Hypsoblennius gentilis,bay blenny,Not recorded,3,Not recorded,{F433933C-093B-43B2-9793-FAAF8D30B311},checker,1/2/2022 21:27,robertb@sccwrp.org,11/10/2022 15:59,janw@sccwrp.org,SCCWRP,,1643750823,Not recorded,EMPA,count
794,SC-BAT,Batiquitos Lagoon,1,12/4/2021 0:00,beach seine,2,Hypsoblennius gentilis,bay blenny,Not recorded,1,Not recorded,{9AAD8451-316C-4308-BB63-F6B93F7D0733},checker,1/2/2022 21:27,robertb@sccwrp.org,11/10/2022 15:59,janw@sccwrp.org,SCCWRP,,1643750823,Not recorded,EMPA,count
1347,SC-GOL,Goleta Slough,2,20/9/2021 00:00:00,beach seine,3,Acanthogobius flavimanus,yellowfin goby,,48,,{8ED3FF53-29A6-4A68-80D0-6B91B0096D24},checker,19/8/2022 23:45:47,robertb@sccwrp.org,11/10/2022 16:29,janw@sccwrp.org,SCCWRP,,1660952747,,EMPA,count
